gene_id,DRR316901,DRR316902,DRR316903,DRR316904,DRR316905,DRR316906
gene-ptpra|ptpra,0,0,0,0,0,0
gene-atxn7|atxn7,0,0,0,0,0,0
gene-thoc7|thoc7,0,0,0,0,0,0
gene-c3orf49|c3orf49,0,0,0,0,0,0
gene-sntn|sntn,0,0,0,0,0,0
gene-synpr|synpr,0,0,0,0,0,0
gene-fezf2|fezf2,0,0,0,0,0,0
gene-c4h3orf14|c4h3orf14,0,0,0,0,0,0
gene-ptprg|ptprg,0,0,0,0,0,0
gene-LOC116410283|LOC116410283,0,0,0,0,0,0
gene-c3orf67|c3orf67,0,0,0,0,0,0
gene-LOC100496780|LOC100496780,0,0,0,0,0,0
gene-LOC101732649|LOC101732649,0,0,0,0,0,0
gene-LOC116410478|LOC116410478,0,0,0,0,0,0
gene-LOC101732711|LOC101732711,0,0,0,0,0,0
gene-fam3d|fam3d,0,0,0,0,0,0
gene-LOC100496945|LOC100496945,0,0,0,0,0,0
gene-MGC107780|MGC107780,0,0,0,0,0,0
gene-LOC100124781|LOC100124781,0,0,0,0,0,0
gene-fam107a|fam107a,0,0,0,0,0,0
gene-LOC116410284|LOC116410284,0,0,0,0,0,0
gene-pde12|pde12,0,0,0,0,0,0
gene-arf4|arf4,0,0,0,0,0,0
gene-dennd6a|dennd6a,0,0,0,0,0,0
gene-flnb|flnb,0,0,0,0,0,0
gene-LOC116410479|LOC116410479,0,0,0,0,0,0
gene-LOC105947030|LOC105947030,0,0,0,0,0,0
gene-dnase1l3|dnase1l3,0,0,0,0,0,0
gene-abhd6|abhd6,0,0,0,0,0,0
gene-LOC100497741|LOC100497741,0,0,0,0,0,0
gene-LOC101732277|LOC101732277,0,0,0,0,0,0
gene-sco2|sco2,0,0,0,0,0,0
gene-rpp14|rpp14,0,0,0,0,0,0
gene-pxk|pxk,0,0,0,0,0,0
gene-pdhb|pdhb,0,0,0,0,0,0
gene-kctd6|kctd6,0,0,0,0,0,0
gene-dnah12|dnah12,0,0,0,0,0,0
gene-asb14|asb14,0,0,0,0,0,0
gene-appl1|appl1,0,0,0,0,0,0
gene-hesx1|hesx1,0,0,0,0,0,0
gene-il17rd|il17rd,0,0,0,0,0,0
gene-arhgef3.2|arhgef3.2,0,0,0,0,0,0
gene-tasor|tasor,0,0,0,0,0,0
gene-ccdc66|ccdc66,0,0,0,0,0,0
gene-wnt5a|wnt5a,0,0,0,0,0,0
gene-cacna2d3|cacna2d3,0,0,0,0,0,0
gene-lrtm1|lrtm1,0,0,0,0,0,0
gene-LOC116410480|LOC116410480,0,0,0,0,0,0
gene-LOC105947034|LOC105947034,0,0,0,0,0,0
gene-LOC116410518|LOC116410518,0,0,0,0,0,0
gene-LOC407755|LOC407755,0,0,0,0,0,0
gene-selenok|selenok,0,0,0,0,0,0
gene-actr8|actr8,0,0,0,0,0,0
gene-chdh|chdh,0,0,0,0,0,0
gene-cacna1d|cacna1d,0,0,0,0,0,0
gene-dcp1a|dcp1a,0,0,0,0,0,0
gene-tkt|tkt,0,0,0,0,0,0
gene-tmem40|tmem40,0,0,0,0,0,0
gene-bicd2|bicd2,0,0,0,0,0,0
gene-fgd3|fgd3,0,0,0,0,0,0
gene-susd3|susd3,0,0,0,0,0,0
gene-card19|card19,0,0,0,0,0,0
gene-LOC116410482|LOC116410482,0,0,0,0,0,0
gene-ninj1|ninj1,0,0,0,0,0,0
gene-syn2|syn2,0,0,0,0,0,0
gene-timp4|timp4,0,0,0,0,0,0
gene-tamm41|tamm41,0,0,0,0,0,0
gene-vgll4|vgll4,0,0,0,0,0,0
gene-atg7|atg7,0,0,0,0,0,0
gene-hrh1|hrh1,0,0,0,0,0,0
gene-nup210|nup210,0,0,0,0,0,0
gene-LOC116410484|LOC116410484,0,0,0,0,0,0
gene-iqsec1|iqsec1,0,0,0,0,0,0
gene-acad9|acad9,0,0,0,0,0,0
gene-kiaa1257|kiaa1257,0,0,0,0,0,0
gene-efcc1|efcc1,0,0,0,0,0,0
gene-LOC116410485|LOC116410485,0,0,0,0,0,0
gene-LOC116410486|LOC116410486,0,0,0,0,0,0
gene-yipf4|yipf4,0,0,0,0,0,0
gene-tsen2|tsen2,0,0,0,0,0,0
gene-LOC116410287|LOC116410287,0,0,0,0,0,0
gene-barx1|barx1,0,0,0,0,0,0
gene-LOC116410487|LOC116410487,0,0,0,0,0,0
gene-phf2|phf2,0,0,0,0,0,0
gene-LOC101733255|LOC101733255,0,0,0,0,0,0
gene-wnk2|wnk2,0,0,0,0,0,0
gene-fam120a|fam120a,0,0,0,0,0,0
gene-hdac11|hdac11,0,0,0,0,0,0
gene-bod1|bod1,0,0,0,0,0,0
gene-ptpdc1|ptpdc1,0,0,0,0,0,0
gene-mirlet7e-1|mirlet7e-1,0,0,0,0,0,0
gene-LOC116410519|LOC116410519,0,0,0,0,0,0
gene-wnt7a|wnt7a,0,0,0,0,0,0
gene-LOC100497766|LOC100497766,0,0,0,0,0,0
gene-LOC100127682|LOC100127682,0,0,0,0,0,0
gene-LOC116410675|LOC116410675,0,0,0,0,0,0
gene-LOC116410667|LOC116410667,0,0,0,0,0,0
gene-LOC116410674|LOC116410674,0,0,0,0,0,0
gene-LOC116410520|LOC116410520,0,0,0,0,0,0
gene-LOC100487921|LOC100487921,0,0,0,0,0,0
gene-LOC100488231|LOC100488231,0,0,0,0,0,0
gene-LOC116410489|LOC116410489,0,0,0,0,0,0
gene-uqcrc1|uqcrc1,0,0,0,0,0,0
gene-nisch|nisch,0,0,0,0,0,0
gene-chl1|chl1,0,0,0,0,0,0
gene-pparg|pparg,0,0,0,0,0,0
gene-raf1|raf1,0,0,0,0,0,0
gene-mkrn2|mkrn2,0,0,0,0,0,0
gene-mkrn2os|mkrn2os,0,0,0,0,0,0
gene-itih3|itih3,0,0,0,0,0,0
gene-LOC105947898|LOC105947898,0,0,0,0,0,0
gene-nek4|nek4,0,0,0,0,0,0
gene-spcs1|spcs1,0,0,0,0,0,0
gene-glt8d1|glt8d1,0,0,0,0,0,0
gene-gnl3|gnl3,0,0,0,0,0,0
gene-LOC116410659|LOC116410659,0,0,0,0,0,0
gene-pbrm1|pbrm1,0,0,0,0,0,0
gene-smim4|smim4,0,0,0,0,0,0
gene-LOC101733834|LOC101733834,0,0,0,0,0,0
gene-stab1|stab1,0,0,0,0,0,0
gene-slc2a1|slc2a1,0,0,0,0,0,0
gene-LOC116411074|LOC116411074,0,0,0,0,0,0
gene-LOC116410927|LOC116410927,0,0,0,0,0,0
gene-lactbl1|lactbl1,0,0,0,0,0,0
gene-LOC116410852|LOC116410852,0,0,0,0,0,0
gene-cnpy3|cnpy3,0,0,0,0,0,0
gene-gnmt|gnmt,0,0,0,0,0,0
gene-pex6|pex6,0,0,0,0,0,0
gene-mea1|mea1,0,0,0,0,0,0
gene-klhdc3|klhdc3,0,0,0,0,0,0
gene-rrp36|rrp36,0,0,0,0,0,0
gene-LOC101731703|LOC101731703,0,0,0,0,0,0
gene-LOC116411251|LOC116411251,0,0,0,0,0,0
gene-LOC116411249|LOC116411249,0,0,0,0,0,0
gene-LOC116411125|LOC116411125,0,0,0,0,0,0
gene-LOC116411236|LOC116411236,0,0,0,0,0,0
gene-LOC116411298|LOC116411298,0,0,0,0,0,0
gene-LOC116411309|LOC116411309,0,0,0,0,0,0
gene-LOC116411320|LOC116411320,0,0,0,0,0,0
gene-LOC116411131|LOC116411131,0,1,0,0,0,0
gene-LOC116411142|LOC116411142,0,1,0,0,0,0
gene-LOC116411153|LOC116411153,0,0,0,0,0,0
gene-LOC116411164|LOC116411164,0,0,0,0,0,0
gene-LOC116411175|LOC116411175,0,0,0,0,0,0
gene-LOC116411186|LOC116411186,0,0,0,0,0,0
gene-LOC116411197|LOC116411197,0,1,0,0,0,0
gene-LOC116411208|LOC116411208,0,0,0,0,0,0
gene-LOC116411219|LOC116411219,0,0,0,0,0,0
gene-LOC116411230|LOC116411230,0,0,0,0,0,0
gene-LOC116411242|LOC116411242,0,0,0,0,0,0
gene-LOC116411252|LOC116411252,0,0,0,0,0,0
gene-LOC116411250|LOC116411250,0,0,0,0,0,0
gene-LOC116411258|LOC116411258,0,0,0,0,0,0
gene-LOC116411269|LOC116411269,0,0,0,0,0,0
gene-LOC116411280|LOC116411280,0,0,0,0,0,0
gene-LOC116411291|LOC116411291,0,0,0,0,0,0
gene-LOC116411294|LOC116411294,0,0,0,0,0,0
gene-LOC116411295|LOC116411295,0,0,0,0,0,0
gene-LOC116411296|LOC116411296,0,0,0,0,0,0
gene-LOC116411297|LOC116411297,0,0,0,0,0,0
gene-LOC116411299|LOC116411299,0,1,0,0,0,0
gene-LOC116411300|LOC116411300,0,0,0,0,0,0
gene-LOC116411301|LOC116411301,0,0,0,0,0,0
gene-LOC116411302|LOC116411302,0,0,0,0,0,0
gene-LOC116411303|LOC116411303,0,0,0,0,0,0
gene-LOC116411304|LOC116411304,0,0,0,0,0,0
gene-LOC116411305|LOC116411305,0,0,0,0,0,0
gene-LOC116411306|LOC116411306,0,0,0,0,0,0
gene-LOC116411307|LOC116411307,0,0,0,0,0,0
gene-LOC116411308|LOC116411308,0,0,0,0,0,0
gene-LOC116411310|LOC116411310,0,0,0,0,0,0
gene-LOC116411311|LOC116411311,0,0,0,0,0,0
gene-LOC116411312|LOC116411312,0,0,0,0,0,0
gene-LOC116411313|LOC116411313,0,0,0,0,0,0
gene-LOC116411314|LOC116411314,0,0,0,0,0,0
gene-LOC116411315|LOC116411315,0,0,0,0,0,0
gene-LOC116411316|LOC116411316,0,0,0,0,0,0
gene-LOC116411317|LOC116411317,0,0,0,0,0,0
gene-LOC116411318|LOC116411318,0,0,0,0,0,0
gene-LOC116411319|LOC116411319,0,0,0,0,0,0
gene-LOC116411321|LOC116411321,0,0,0,0,0,0
gene-LOC116411322|LOC116411322,0,0,0,0,0,0
gene-LOC116411323|LOC116411323,0,0,0,0,0,0
gene-LOC116411324|LOC116411324,0,0,0,0,0,0
gene-LOC116411325|LOC116411325,0,0,0,0,0,0
gene-LOC116411126|LOC116411126,0,1,0,0,0,0
gene-LOC116411127|LOC116411127,0,0,0,0,0,0
gene-LOC116411128|LOC116411128,0,0,0,0,0,0
gene-LOC116411129|LOC116411129,0,1,0,0,0,0
gene-LOC116411130|LOC116411130,0,0,0,0,0,0
gene-LOC116411132|LOC116411132,0,0,0,0,0,0
gene-LOC116411133|LOC116411133,0,0,0,0,0,0
gene-LOC116411134|LOC116411134,0,0,0,0,0,0
gene-LOC116411135|LOC116411135,0,0,0,0,0,0
gene-LOC116411136|LOC116411136,0,0,0,0,0,0
gene-LOC116411137|LOC116411137,0,0,0,0,0,0
gene-LOC116411138|LOC116411138,0,0,0,0,0,0
gene-LOC116411139|LOC116411139,0,0,0,0,0,0
gene-LOC116411140|LOC116411140,0,0,0,0,0,0
gene-LOC116411141|LOC116411141,0,0,0,0,0,0
gene-LOC116411143|LOC116411143,0,0,0,0,0,0
gene-LOC116411144|LOC116411144,0,0,0,0,0,0
gene-LOC116411145|LOC116411145,0,0,0,0,0,0
gene-LOC116411146|LOC116411146,0,0,0,0,0,0
gene-LOC116411147|LOC116411147,0,1,0,0,0,0
gene-LOC116411148|LOC116411148,0,0,0,0,0,0
gene-LOC116411247|LOC116411247,0,0,0,0,0,0
gene-LOC116411149|LOC116411149,0,0,0,0,0,0
gene-LOC116411150|LOC116411150,0,0,0,0,0,0
gene-LOC116411155|LOC116411155,0,0,0,0,0,0
gene-LOC116411248|LOC116411248,0,0,0,0,0,0
gene-LOC116411151|LOC116411151,0,0,0,0,0,0
gene-LOC116411156|LOC116411156,0,0,0,0,0,0
gene-LOC116411152|LOC116411152,0,0,0,0,0,0
gene-LOC116411157|LOC116411157,0,0,0,0,0,0
gene-LOC116411158|LOC116411158,0,0,0,0,0,0
gene-LOC116411159|LOC116411159,0,0,0,0,0,0
gene-LOC116411160|LOC116411160,0,0,0,0,0,0
gene-LOC116411161|LOC116411161,0,0,0,0,0,0
gene-LOC116411162|LOC116411162,0,0,0,0,0,0
gene-LOC116411163|LOC116411163,0,0,0,0,0,0
gene-LOC116411165|LOC116411165,0,0,0,0,0,0
gene-LOC116411166|LOC116411166,0,0,0,0,0,0
gene-LOC116411167|LOC116411167,0,0,0,0,0,0
gene-LOC116411168|LOC116411168,0,0,0,0,0,0
gene-LOC116411169|LOC116411169,0,0,0,0,0,0
gene-LOC116411170|LOC116411170,0,0,0,0,0,0
gene-LOC116411171|LOC116411171,0,0,0,0,0,0
gene-LOC116411172|LOC116411172,0,0,0,0,0,0
gene-LOC116411173|LOC116411173,0,0,0,0,0,0
gene-LOC116411174|LOC116411174,0,0,0,0,0,0
gene-LOC116411176|LOC116411176,0,0,0,0,0,0
gene-LOC116411177|LOC116411177,0,0,0,0,0,0
gene-LOC116411178|LOC116411178,0,0,0,0,0,0
gene-LOC116411179|LOC116411179,0,0,0,0,0,0
gene-LOC116411180|LOC116411180,0,0,0,0,0,0
gene-LOC116411181|LOC116411181,0,0,0,0,0,0
gene-LOC116411182|LOC116411182,0,0,0,0,0,0
gene-LOC116411183|LOC116411183,0,0,0,0,0,0
gene-LOC116411184|LOC116411184,0,0,0,0,0,0
gene-LOC116411185|LOC116411185,0,0,0,0,0,0
gene-LOC116411187|LOC116411187,0,0,0,0,0,0
gene-LOC116411188|LOC116411188,0,0,0,0,0,0
gene-LOC116411189|LOC116411189,0,0,0,0,0,0
gene-LOC116411190|LOC116411190,0,0,0,0,0,0
gene-LOC116411191|LOC116411191,0,0,0,0,0,0
gene-LOC116411192|LOC116411192,0,0,0,0,0,0
gene-LOC116411193|LOC116411193,0,0,0,0,0,0
gene-LOC116411194|LOC116411194,0,0,0,0,0,0
gene-LOC116411195|LOC116411195,0,0,0,0,0,0
gene-LOC116411196|LOC116411196,0,0,0,0,0,0
gene-LOC116411198|LOC116411198,0,0,0,0,0,0
gene-LOC116411199|LOC116411199,0,0,0,0,0,0
gene-LOC116411200|LOC116411200,0,0,0,0,0,0
gene-LOC116411201|LOC116411201,0,0,0,0,0,0
gene-LOC116411202|LOC116411202,0,0,0,0,0,0
gene-LOC116411203|LOC116411203,0,0,0,0,0,0
gene-LOC116411204|LOC116411204,0,0,0,0,0,0
gene-LOC116411205|LOC116411205,0,0,0,0,0,0
gene-LOC116411206|LOC116411206,0,0,0,0,0,0
gene-LOC116411207|LOC116411207,0,0,0,0,0,0
gene-LOC116411209|LOC116411209,0,0,0,0,0,0
gene-LOC116411210|LOC116411210,0,0,0,0,0,0
gene-LOC116411211|LOC116411211,0,0,0,0,0,0
gene-LOC116411212|LOC116411212,0,0,0,0,0,0
gene-LOC116411213|LOC116411213,0,0,0,0,0,0
gene-LOC116411214|LOC116411214,0,0,0,0,0,0
gene-LOC116411215|LOC116411215,0,0,0,0,0,0
gene-LOC116411216|LOC116411216,0,0,0,0,0,0
gene-LOC116411217|LOC116411217,0,0,0,0,0,0
gene-LOC116411218|LOC116411218,0,0,0,0,0,0
gene-LOC116411220|LOC116411220,0,0,0,0,0,0
gene-LOC116411221|LOC116411221,0,0,0,0,0,0
gene-LOC116411222|LOC116411222,0,0,0,0,0,0
gene-LOC116411223|LOC116411223,0,0,0,0,0,0
gene-LOC116411224|LOC116411224,0,0,0,0,0,0
gene-LOC116411225|LOC116411225,0,0,0,0,0,0
gene-LOC116411226|LOC116411226,0,0,0,0,0,0
gene-LOC116411227|LOC116411227,0,0,0,0,0,0
gene-LOC116411228|LOC116411228,0,0,0,0,0,0
gene-LOC116411229|LOC116411229,0,0,0,0,0,0
gene-LOC116411231|LOC116411231,0,0,0,0,0,0
gene-LOC116411232|LOC116411232,0,0,0,0,0,0
gene-LOC116411233|LOC116411233,0,0,0,0,0,0
gene-LOC116411234|LOC116411234,0,0,0,0,0,0
gene-LOC116411235|LOC116411235,0,0,0,0,0,0
gene-LOC116411237|LOC116411237,0,0,0,0,0,0
gene-LOC116411238|LOC116411238,0,0,0,0,0,0
gene-LOC116411239|LOC116411239,0,0,0,0,0,0
gene-LOC116411240|LOC116411240,0,0,0,0,0,0
gene-LOC116411241|LOC116411241,0,0,0,0,0,0
gene-LOC116411243|LOC116411243,0,0,0,0,0,0
gene-LOC116411244|LOC116411244,0,0,0,0,0,0
gene-LOC116411245|LOC116411245,0,0,0,0,0,0
gene-LOC116411246|LOC116411246,0,0,0,0,0,0
gene-LOC116411154|LOC116411154,0,0,0,0,0,0
gene-mrpl2|mrpl2,0,0,0,0,0,0
gene-klc4|klc4,0,0,0,0,0,0
gene-LOC105946059|LOC105946059,0,0,0,0,0,0
gene-LOC116410797|LOC116410797,0,0,0,0,0,0
gene-LOC101733151|LOC101733151,0,0,0,0,0,0
gene-aars2|aars2,0,0,0,0,0,0
gene-LOC116410861|LOC116410861,0,0,0,0,0,0
gene-LOC116411083|LOC116411083,0,0,0,0,0,0
gene-ttbk1|ttbk1,0,0,0,0,0,0
gene-LOC116410862|LOC116410862,0,0,0,0,0,0
gene-LOC100497813|LOC100497813,0,0,0,0,0,0
gene-LOC116410863|LOC116410863,0,0,0,0,0,0
gene-LOC116410864|LOC116410864,0,0,0,0,0,0
gene-LOC116410940|LOC116410940,0,0,0,0,0,0
gene-LOC116410865|LOC116410865,0,0,0,0,0,0
gene-LOC105947475|LOC105947475,0,0,0,0,0,0
gene-cul9|cul9,0,0,0,0,0,0
gene-LOC116410924|LOC116410924,0,0,0,0,0,0
gene-srf|srf,0,0,0,0,0,0
gene-LOC101730787|LOC101730787,0,0,0,0,0,0
gene-LOC116410866|LOC116410866,0,0,0,0,0,0
gene-luzp4|luzp4,0,0,0,0,0,0
gene-epha8|epha8,0,0,0,0,0,0
gene-ptk7|ptk7,0,0,0,0,0,0
gene-mrps18a|mrps18a,0,0,0,0,0,0
gene-rsph9|rsph9,0,0,0,0,0,0
gene-LOC101731586|LOC101731586,0,0,0,0,0,0
gene-vegfa|vegfa,0,0,0,0,0,0
gene-LOC116410944|LOC116410944,0,0,0,0,0,0
gene-LOC105946181|LOC105946181,0,0,0,0,0,0
gene-LOC116410930|LOC116410930,0,0,0,0,0,0
gene-LOC116410926|LOC116410926,0,0,0,0,0,0
gene-mrpl14|mrpl14,0,0,0,0,0,0
gene-tmem63b|tmem63b,0,0,0,0,0,0
gene-capn11|capn11,0,0,0,0,0,0
gene-LOC100494783|LOC100494783,0,0,0,0,0,0
gene-nfkbie|nfkbie,0,0,0,0,0,0
gene-LOC116410867|LOC116410867,0,0,0,0,0,0
gene-slc35b2|slc35b2,0,0,0,0,0,0
gene-hsp90ab1|hsp90ab1,0,0,0,0,0,0
gene-LOC100487067|LOC100487067,0,0,0,0,0,0
gene-LOC101735268|LOC101735268,0,0,0,0,0,0
gene-LOC116410791|LOC116410791,0,0,0,0,0,0
gene-LOC100491383|LOC100491383,0,0,0,0,0,0
gene-LOC100488021|LOC100488021,0,0,0,0,0,0
gene-slc29a1|slc29a1,0,0,0,0,0,0
gene-LOC116410792|LOC116410792,0,0,0,0,0,0
gene-LOC100487855|LOC100487855,0,0,0,0,0,0
gene-tcte1|tcte1,0,0,0,0,0,0
gene-mad2l1bp|mad2l1bp,0,0,0,0,0,0
gene-gtpbp2|gtpbp2,0,0,0,0,0,0
gene-polh|polh,0,0,0,0,0,0
gene-LOC100486598|LOC100486598,0,0,0,0,0,0
gene-xpo5.2|xpo5.2,0,0,0,0,0,0
gene-xpo5|xpo5,0,0,0,0,0,0
gene-polr1c|polr1c,0,0,0,0,0,0
gene-yipf3|yipf3,0,0,0,0,0,0
gene-lrrc73|lrrc73,0,0,0,0,0,0
gene-tjap1|tjap1,0,0,0,0,0,0
gene-dlk2|dlk2,0,0,0,0,0,0
gene-abcc10|abcc10,0,0,0,0,0,0
gene-znf318|znf318,0,0,0,0,0,0
gene-crip3|crip3,0,0,0,0,0,0
gene-rnf8|rnf8,0,0,0,0,0,0
gene-LOC100493854|LOC100493854,0,0,0,0,0,0
gene-LOC101734906|LOC101734906,0,0,0,0,0,0
gene-naglu|naglu,0,0,0,0,0,0
gene-cmtr1|cmtr1,0,0,0,0,0,0
gene-LOC116410850|LOC116410850,0,0,0,0,0,0
gene-kcnk5|kcnk5,0,0,0,0,0,0
gene-LOC101734310|LOC101734310,0,0,0,0,0,0
gene-LOC116411114|LOC116411114,0,0,0,0,0,0
gene-saysd1|saysd1,0,0,0,0,0,0
gene-glp1r|glp1r,0,0,0,0,0,0
gene-LOC116410892|LOC116410892,0,0,0,0,0,0
gene-glo1|glo1,0,0,0,0,0,0
gene-btbd9|btbd9,0,0,0,0,0,0
gene-zfand3|zfand3,0,0,0,0,0,0
gene-mdga1|mdga1,0,0,0,0,0,0
gene-LOC116410881|LOC116410881,0,0,0,0,0,0
gene-ccdc167|ccdc167,0,0,0,0,0,0
gene-LOC101731658|LOC101731658,0,0,0,0,0,0
gene-kcnk16|kcnk16,0,0,0,0,0,0
gene-kif6|kif6,0,0,0,0,0,0
gene-LOC105945555|LOC105945555,0,0,0,0,0,0
gene-daam2|daam2,0,0,0,0,0,0
gene-mocs1|mocs1,0,0,0,0,0,0
gene-lrfn2|lrfn2,0,0,0,0,0,0
gene-supt7l|supt7l,0,0,0,0,0,0
gene-slc4a1ap|slc4a1ap,0,0,0,0,0,0
gene-MGC86483|MGC86483,0,0,0,0,0,0
gene-mrpl33|mrpl33,0,0,0,0,0,0
gene-rbks|rbks,0,0,0,0,0,0
gene-babam2|babam2,0,0,0,0,0,0
gene-fosl2|fosl2,0,0,0,0,0,0
gene-LOC101732808|LOC101732808,0,0,0,0,0,0
gene-plb1|plb1,0,0,0,0,0,0
gene-LOC116410896|LOC116410896,0,0,0,0,0,0
gene-LOC116406447|LOC116406447,0,0,0,0,0,0
gene-ppp1cb|ppp1cb,0,0,0,0,0,0
gene-spdya|spdya,0,0,0,0,0,0
gene-trmt61b|trmt61b,0,0,0,0,0,0
gene-wdr43|wdr43,0,0,0,0,0,0
gene-LOC116411274|LOC116411274,0,0,0,0,0,0
gene-LOC116411276|LOC116411276,0,0,0,0,0,0
gene-LOC116411275|LOC116411275,0,0,0,0,0,0
gene-LOC116411277|LOC116411277,0,0,0,0,0,0
gene-LOC116411273|LOC116411273,0,0,0,0,0,0
gene-LOC116411272|LOC116411272,0,0,0,0,0,0
gene-LOC101731018|LOC101731018,0,0,0,0,0,0
gene-togaram2|togaram2,0,0,0,0,0,0
gene-pcare|pcare,0,0,0,0,0,0
gene-clip4|clip4,0,0,0,0,0,0
gene-LOC116410860|LOC116410860,0,0,0,0,0,0
gene-alk|alk,0,0,0,0,0,0
gene-LOC116410902|LOC116410902,0,0,0,0,0,0
gene-LOC100486013|LOC100486013,0,0,0,0,0,0
gene-LOC100486157|LOC100486157,0,0,0,0,0,0
gene-lbh|lbh,0,0,0,0,0,0
gene-LOC116411084|LOC116411084,0,0,0,0,0,0
gene-LOC116410870|LOC116410870,0,0,0,0,0,0
gene-LOC108647646|LOC108647646,0,0,0,0,0,0
gene-lclat1|lclat1,0,0,0,0,0,0
gene-LOC116410871|LOC116410871,0,0,0,0,0,0
gene-capn13|capn13,0,0,0,0,0,0
gene-capn10l|capn10l,0,0,0,0,0,0
gene-galnt14|galnt14,0,0,0,0,0,0
gene-capn14|capn14,0,0,0,0,0,0
gene-ehd3|ehd3,0,0,0,0,0,0
gene-LOC100497654|LOC100497654,0,0,0,0,0,0
gene-LOC101735255|LOC101735255,0,0,0,0,0,0
gene-xdh|xdh,0,0,0,0,0,0
gene-ciao2b|ciao2b,0,0,0,0,0,0
gene-cdc42bpa|cdc42bpa,0,0,0,0,0,0
gene-coq8a|coq8a,0,0,0,0,0,0
gene-itpkb|itpkb,0,0,0,0,0,0
gene-stum|stum,0,0,0,0,0,0
gene-parp1|parp1,0,0,0,0,0,0
gene-LOC101734771|LOC101734771,0,0,0,0,0,0
gene-lin9|lin9,0,0,0,0,0,0
gene-mixer|mixer,0,0,0,0,0,0
gene-mix1|mix1,0,0,0,0,0,0
gene-bix1.2|bix1.2,0,0,0,0,0,0
gene-LOC100491743|LOC100491743,0,0,0,0,0,0
gene-LOC101733442|LOC101733442,0,0,0,0,0,0
gene-LOC116410894|LOC116410894,0,0,0,0,0,0
gene-bix1.1|bix1.1,0,0,0,0,0,0
gene-LOC116411062|LOC116411062,0,0,0,0,0,0
gene-LOC101734579|LOC101734579,0,0,0,0,0,0
gene-acbd3|acbd3,0,0,0,0,0,0
gene-LOC100490733|LOC100490733,0,0,0,0,0,0
gene-h3-3a|h3-3a,0,0,0,0,0,0
gene-sde2|sde2,0,0,0,0,0,0
gene-lefty|lefty,0,0,0,0,0,0
gene-LOC116410872|LOC116410872,0,0,0,0,0,0
gene-tmem63a|tmem63a,0,0,0,0,0,0
gene-ephx1|ephx1,0,0,0,0,0,0
gene-trnaa-cgc-5|trnaa-cgc,0,0,0,0,0,0
gene-trnaa-cgc-6|trnaa-cgc,0,0,0,0,0,0
gene-trnaa-cgc-7|trnaa-cgc,0,0,0,0,0,0
gene-trnaa-cgc-8|trnaa-cgc,0,0,0,0,0,0
gene-trnaa-cgc-9|trnaa-cgc,0,0,0,0,0,0
gene-trnaa-cgc-10|trnaa-cgc,0,0,0,0,0,0
gene-trnaa-cgc-11|trnaa-cgc,0,0,0,0,0,0
gene-trnaa-cgc-12|trnaa-cgc,0,0,0,0,0,0
gene-trnaa-cgc-13|trnaa-cgc,0,0,0,0,0,0
gene-trnaa-cgc-14|trnaa-cgc,0,0,0,0,0,0
gene-trnaa-cgc-15|trnaa-cgc,0,0,0,0,0,0
gene-trnaa-ugc-9|trnaa-ugc,0,0,0,0,0,0
gene-trnaa-cgc-16|trnaa-cgc,0,0,0,0,0,0
gene-trnaa-cgc-17|trnaa-cgc,0,0,0,0,0,0
gene-trnaa-cgc-18|trnaa-cgc,0,0,0,0,0,0
gene-trnaa-cgc-19|trnaa-cgc,0,0,0,0,0,0
gene-trnaa-cgc-20|trnaa-cgc,0,0,0,0,0,0
gene-trnaa-cgc-21|trnaa-cgc,0,0,0,0,0,0
gene-trnaa-ugc-10|trnaa-ugc,0,0,0,0,0,0
gene-trnaa-cgc-22|trnaa-cgc,0,0,0,0,0,0
gene-trnaa-ugc-11|trnaa-ugc,0,0,0,0,0,0
gene-trnaa-cgc-23|trnaa-cgc,0,0,0,0,0,0
gene-trnaa-ugc-12|trnaa-ugc,0,0,0,0,0,0
gene-trnaa-cgc-24|trnaa-cgc,0,0,0,0,0,0
gene-trnaa-ugc-13|trnaa-ugc,0,0,0,0,0,0
gene-trnaa-cgc-25|trnaa-cgc,0,0,0,0,0,0
gene-trnaa-cgc-26|trnaa-cgc,0,0,0,0,0,0
gene-trnaa-cgc-27|trnaa-cgc,0,0,0,0,0,0
gene-trnaa-cgc-28|trnaa-cgc,0,0,0,0,0,0
gene-trnae-uuc-49|trnae-uuc,0,0,0,0,0,0
gene-trnaa-cgc-29|trnaa-cgc,0,0,0,0,0,0
gene-trnaa-ugc-14|trnaa-ugc,0,0,0,0,0,0
gene-trnaa-cgc-30|trnaa-cgc,0,0,0,0,0,0
gene-trnaa-ugc-15|trnaa-ugc,0,0,0,0,0,0
gene-trnaa-ugc-16|trnaa-ugc,0,0,0,0,0,0
gene-trnaa-cgc-31|trnaa-cgc,0,0,0,0,0,0
gene-trnaa-cgc-32|trnaa-cgc,0,0,0,0,0,0
gene-trnaa-ugc-17|trnaa-ugc,0,0,0,0,0,0
gene-trnaa-cgc-33|trnaa-cgc,0,0,0,0,0,0
gene-trnaa-ugc-18|trnaa-ugc,0,0,0,0,0,0
gene-trnaa-cgc-34|trnaa-cgc,0,0,0,0,0,0
gene-trnaa-cgc-35|trnaa-cgc,0,0,0,0,0,0
gene-trnaa-ugc-19|trnaa-ugc,0,0,0,0,0,0
