Gene stable ID,NCBI gene (formerly Entrezgene) ID,Gene stable ID,HGNC symbol
ENSXETG00000047444,116411152,ENSG00000283433,RNA5SP532
ENSXETG00000047444,116411151,ENSG00000275305,RNA5SP528
ENSXETG00000047444,116411151,ENSG00000283433,RNA5SP532
ENSXETG00000047444,116411150,ENSG00000275305,RNA5SP528
ENSXETG00000047444,116411150,ENSG00000283433,RNA5SP532
ENSXETG00000047444,116411149,ENSG00000275305,RNA5SP528
ENSXETG00000047444,116411149,ENSG00000283433,RNA5SP532
ENSXETG00000047444,116411148,ENSG00000275305,RNA5SP528
ENSXETG00000047444,116411148,ENSG00000283433,RNA5SP532
ENSXETG00000047444,116411147,ENSG00000275305,RNA5SP528
ENSXETG00000047444,116411147,ENSG00000283433,RNA5SP532
ENSXETG00000047444,116411146,ENSG00000275305,RNA5SP528
ENSXETG00000047444,116411146,ENSG00000283433,RNA5SP532
ENSXETG00000047444,116411145,ENSG00000275305,RNA5SP528
ENSXETG00000047444,116411145,ENSG00000283433,RNA5SP532
ENSXETG00000047444,116411144,ENSG00000275305,RNA5SP528
ENSXETG00000047444,116411144,ENSG00000283433,RNA5SP532
ENSXETG00000047444,116411142,ENSG00000275305,RNA5SP528
ENSXETG00000047444,116411142,ENSG00000283433,RNA5SP532
ENSXETG00000047444,116411143,ENSG00000275305,RNA5SP528
ENSXETG00000047444,116411143,ENSG00000283433,RNA5SP532
ENSXETG00000047444,116411141,ENSG00000275305,RNA5SP528
ENSXETG00000047444,116411141,ENSG00000283433,RNA5SP532
ENSXETG00000047444,116411140,ENSG00000275305,RNA5SP528
ENSXETG00000047444,116411140,ENSG00000283433,RNA5SP532
ENSXETG00000047444,116411139,ENSG00000275305,RNA5SP528
ENSXETG00000047444,116411139,ENSG00000283433,RNA5SP532
ENSXETG00000047444,116411138,ENSG00000275305,RNA5SP528
ENSXETG00000047444,116411138,ENSG00000283433,RNA5SP532
ENSXETG00000047444,116411136,ENSG00000275305,RNA5SP528
ENSXETG00000047444,116411136,ENSG00000283433,RNA5SP532
ENSXETG00000047444,116411137,ENSG00000275305,RNA5SP528
ENSXETG00000047444,116411137,ENSG00000283433,RNA5SP532
ENSXETG00000047444,116411135,ENSG00000275305,RNA5SP528
ENSXETG00000047444,116411135,ENSG00000283433,RNA5SP532
ENSXETG00000047444,116411134,ENSG00000275305,RNA5SP528
ENSXETG00000047444,116411134,ENSG00000283433,RNA5SP532
ENSXETG00000047444,116411133,ENSG00000275305,RNA5SP528
ENSXETG00000047444,116411133,ENSG00000283433,RNA5SP532
ENSXETG00000047444,116411132,ENSG00000275305,RNA5SP528
ENSXETG00000047444,116411132,ENSG00000283433,RNA5SP532
ENSXETG00000047444,116411130,ENSG00000275305,RNA5SP528
ENSXETG00000047444,116411130,ENSG00000283433,RNA5SP532
ENSXETG00000047444,116411131,ENSG00000275305,RNA5SP528
ENSXETG00000047444,116411131,ENSG00000283433,RNA5SP532
ENSXETG00000047444,116411129,ENSG00000275305,RNA5SP528
ENSXETG00000047444,116411129,ENSG00000283433,RNA5SP532
ENSXETG00000047444,116411128,ENSG00000275305,RNA5SP528
ENSXETG00000047444,116411128,ENSG00000283433,RNA5SP532
ENSXETG00000047444,116411127,ENSG00000275305,RNA5SP528
ENSXETG00000047444,116411127,ENSG00000283433,RNA5SP532
ENSXETG00000047444,116411126,ENSG00000275305,RNA5SP528
ENSXETG00000047444,116411126,ENSG00000283433,RNA5SP532
ENSXETG00000047444,116411125,ENSG00000275305,RNA5SP528
ENSXETG00000047444,116411125,ENSG00000283433,RNA5SP532
ENSXETG00000047444,116408945,ENSG00000275305,RNA5SP528
ENSXETG00000047444,116408945,ENSG00000283433,RNA5SP532
ENSXETG00000032246,100498575,ENSG00000125255,SLC10A2
ENSXETG00000032246,100487141,ENSG00000125255,SLC10A2
ENSXETG00000007767,100379786,ENSG00000147454,SLC25A37
ENSXETG00000009802,448539,ENSG00000122026,RPL21
ENSXETG00000019615,613078,ENSG00000165092,ALDH1A1
ENSXETG00000045215,100495665,ENSG00000160207,HSF2BP
ENSXETG00000046697,116411325,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411325,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411324,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411324,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411323,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411323,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411321,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411321,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411322,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411322,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411320,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411320,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411319,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411319,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411318,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411318,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411317,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411317,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411316,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411316,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411315,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411315,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411314,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411314,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411313,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411313,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411311,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411311,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411312,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411312,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411310,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411310,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411309,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411309,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411308,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411308,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411307,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411307,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411306,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411306,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411304,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411304,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411305,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411305,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411303,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411303,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411302,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411302,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411301,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411301,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411300,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411300,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411299,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411299,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411298,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411298,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411297,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411297,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411296,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411296,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411295,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411295,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411294,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411294,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411291,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411291,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411280,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411280,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411269,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411269,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411258,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411258,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411252,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411252,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411242,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411242,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411236,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411236,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411230,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411230,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411219,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411219,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411208,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411208,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411197,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411197,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411186,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411186,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411175,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411175,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411164,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411164,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411154,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411154,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411153,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411153,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411152,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411152,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411151,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411151,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411150,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411150,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411149,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411149,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411148,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411148,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411147,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411147,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411146,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411146,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411145,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411145,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411144,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411144,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411142,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411142,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411143,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411143,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411141,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411141,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411140,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411140,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411139,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411139,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411138,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411138,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411136,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411136,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411137,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411137,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411135,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411135,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411134,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411134,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411133,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411133,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411132,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411132,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411130,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411130,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411131,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411131,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411129,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411129,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411128,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411128,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411127,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411127,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411126,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411126,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116411125,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116411125,ENSG00000283433,RNA5SP532
ENSXETG00000046697,116408945,ENSG00000275305,RNA5SP528
ENSXETG00000046697,116408945,ENSG00000283433,RNA5SP532
ENSXETG00000021807,100145195,ENSG00000008086,CDKL5
ENSXETG00000021642,100137098,ENSG00000164828,SUN1
ENSXETG00000044510,549044,ENSG00000171703,TCEA2
ENSXETG00000040265,100493729,ENSG00000184012,TMPRSS2
ENSXETG00000046258,116408495,ENSG00000226572,SNORD57
ENSXETG00000011658,100038146,ENSG00000170759,KIF5B
ENSXETG00000041416,116411325,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411325,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411324,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411324,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411323,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411323,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411321,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411321,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411322,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411322,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411320,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411320,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411319,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411319,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411318,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411318,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411317,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411317,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411316,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411316,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411315,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411315,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411314,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411314,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411313,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411313,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411311,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411311,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411312,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411312,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411310,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411310,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411309,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411309,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411308,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411308,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411307,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411307,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411306,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411306,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411304,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411304,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411305,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411305,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411303,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411303,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411302,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411302,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411301,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411301,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411300,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411300,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411299,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411299,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411298,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411298,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411297,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411297,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411296,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411296,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411295,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411295,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411294,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411294,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411291,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411291,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411280,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411280,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411269,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411269,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411258,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411258,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411252,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411252,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411242,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411242,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411236,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411236,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411230,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411230,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411219,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411219,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411208,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411208,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411197,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411197,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411186,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411186,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411175,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411175,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411164,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411164,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411154,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411154,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411153,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411153,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411152,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411152,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411151,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411151,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411150,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411150,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411149,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411149,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411148,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411148,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411147,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411147,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411146,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411146,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411145,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411145,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411144,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411144,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411142,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411142,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411143,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411143,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411141,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411141,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411140,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411140,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411139,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411139,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411138,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411138,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411136,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411136,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411137,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411137,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411135,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411135,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411134,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411134,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411133,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411133,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411132,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411132,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411130,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411130,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411131,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411131,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411129,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411129,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411128,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411128,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411127,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411127,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411126,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411126,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116411125,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116411125,ENSG00000283433,RNA5SP532
ENSXETG00000041416,116408945,ENSG00000275305,RNA5SP528
ENSXETG00000041416,116408945,ENSG00000283433,RNA5SP532
ENSXETG00000014527,100497878,ENSG00000184164,CRELD2
ENSXETG00000024145,394796,ENSG00000122692,SMU1
ENSXETG00000038522,100216027,ENSG00000198610,AKR1C4
ENSXETG00000031505,100144950,ENSG00000156017,CARNMT1
ENSXETG00000031505,100125192,ENSG00000156017,CARNMT1
ENSXETG00000029680,116411289,ENSG00000238390,
ENSXETG00000044527,116411325,ENSG00000275305,RNA5SP528
ENSXETG00000044527,116411325,ENSG00000283433,RNA5SP532
ENSXETG00000044527,116411324,ENSG00000275305,RNA5SP528
ENSXETG00000044527,116411324,ENSG00000283433,RNA5SP532
ENSXETG00000044527,116411323,ENSG00000275305,RNA5SP528
ENSXETG00000044527,116411323,ENSG00000283433,RNA5SP532
ENSXETG00000044527,116411321,ENSG00000275305,RNA5SP528
ENSXETG00000044527,116411321,ENSG00000283433,RNA5SP532
ENSXETG00000044527,116411322,ENSG00000275305,RNA5SP528
ENSXETG00000044527,116411322,ENSG00000283433,RNA5SP532
ENSXETG00000044527,116411320,ENSG00000275305,RNA5SP528
ENSXETG00000044527,116411320,ENSG00000283433,RNA5SP532
ENSXETG00000044527,116411319,ENSG00000275305,RNA5SP528
ENSXETG00000044527,116411319,ENSG00000283433,RNA5SP532
ENSXETG00000044527,116411318,ENSG00000275305,RNA5SP528
ENSXETG00000044527,116411318,ENSG00000283433,RNA5SP532
ENSXETG00000044527,116411317,ENSG00000275305,RNA5SP528
ENSXETG00000044527,116411317,ENSG00000283433,RNA5SP532
ENSXETG00000044527,116411316,ENSG00000275305,RNA5SP528
ENSXETG00000044527,116411316,ENSG00000283433,RNA5SP532
ENSXETG00000044527,116411315,ENSG00000275305,RNA5SP528
ENSXETG00000044527,116411315,ENSG00000283433,RNA5SP532
ENSXETG00000044527,116411314,ENSG00000275305,RNA5SP528
ENSXETG00000044527,116411314,ENSG00000283433,RNA5SP532
ENSXETG00000044527,116411313,ENSG00000275305,RNA5SP528
ENSXETG00000044527,116411313,ENSG00000283433,RNA5SP532
ENSXETG00000044527,116411311,ENSG00000275305,RNA5SP528
ENSXETG00000044527,116411311,ENSG00000283433,RNA5SP532
ENSXETG00000044527,116411312,ENSG00000275305,RNA5SP528
ENSXETG00000044527,116411312,ENSG00000283433,RNA5SP532
ENSXETG00000044527,116411310,ENSG00000275305,RNA5SP528
ENSXETG00000044527,116411310,ENSG00000283433,RNA5SP532
ENSXETG00000044527,116411309,ENSG00000275305,RNA5SP528
ENSXETG00000044527,116411309,ENSG00000283433,RNA5SP532
ENSXETG00000044527,116411308,ENSG00000275305,RNA5SP528
ENSXETG00000044527,116411308,ENSG00000283433,RNA5SP532
ENSXETG00000044527,116411307,ENSG00000275305,RNA5SP528
ENSXETG00000044527,116411307,ENSG00000283433,RNA5SP532
ENSXETG00000044527,116411306,ENSG00000275305,RNA5SP528
ENSXETG00000044527,116411306,ENSG00000283433,RNA5SP532
ENSXETG00000044527,116411304,ENSG00000275305,RNA5SP528
ENSXETG00000044527,116411304,ENSG00000283433,RNA5SP532
ENSXETG00000044527,116411305,ENSG00000275305,RNA5SP528
ENSXETG00000044527,116411305,ENSG00000283433,RNA5SP532
ENSXETG00000044527,116411303,ENSG00000275305,RNA5SP528
ENSXETG00000044527,116411303,ENSG00000283433,RNA5SP532
ENSXETG00000044527,116411302,ENSG00000275305,RNA5SP528
ENSXETG00000044527,116411302,ENSG00000283433,RNA5SP532
ENSXETG00000044527,116411301,ENSG00000275305,RNA5SP528
ENSXETG00000044527,116411301,ENSG00000283433,RNA5SP532
ENSXETG00000044527,116411300,ENSG00000275305,RNA5SP528
ENSXETG00000044527,116411300,ENSG00000283433,RNA5SP532
ENSXETG00000044527,116411299,ENSG00000275305,RNA5SP528
ENSXETG00000044527,116411299,ENSG00000283433,RNA5SP532
